index,sample_id,possible_answers,query_type,query,answer,image_name
20753536,20753536,"No, the sky is blue and the mountain side is white.",09same-mountain side_sky,Are both the sky and the mountain side the same color?,no,n481777.jpg
201430771,201430771,The person is getting on the necktie.,"14-person_getting on,o",What's the person getting on?,tie,n206785.jpg
201393599,201393599,The clothing is a shirt.,12q-clothing_dark,Which kind of clothing is dark?,shirt,n305495.jpg
20902678,20902678,The person rides on a bike.,"14-person_riding on,o",What does the male person ride on?,bike,n411121.jpg
20672989,20672989,The furniture is a chair.,12q-furniture_n#small,Which kind of furniture in the photo is not small?,chair,n59147.jpg
201430779,201430779,The person is wearing a dress shirt.,"14-person_wearing,o",What is the person wearing?,dress shirt,n206785.jpg
201430778,201430778,The person is wearing a dress shirt.,"14-person_wearing,o",The person is wearing what?,dress shirt,n206785.jpg
201430953,201430953,"Yes, this is a white cabinet.",06-cabinet_white,Is this a white cabinet?,yes,n206785.jpg
201446976,201446976,The cup is made of plastic.,10q-cup_material,What material is the cup above the sink?,plastic,n54180.jpg
201446977,201446977,The cup is made of plastic.,10q-cup_material,What is the cup made of?,plastic,n54180.jpg
201438794,201438794,The field is dirty.,10q-field_cleanliness,How clean is the large field?,dirty,n66756.jpg
20204824,20204824,"Yes, there is a laptop.",09existOr-laptop_television,Are there any TVs or laptops in the image?,yes,n532191.jpg
201983763,201983763,The bag is on the right of the image.,10c-bag_hposition,Is the large bag on the left side or on the right?,right,n16378.jpg
201896131,201896131,The cake is blue.,10c-cake_color,Is the dessert on the table white or blue?,blue,n111390.jpg
201872912,201872912,"No, the building is made of cement and the grill is made of metal.",09same-building_grill,Is the material of the building the same as the grill?,no,n309148.jpg
202100332,202100332,The sailboat is large.,10q-sailboat_size,How large is the sailboat below the airplane?,large,n386688.jpg
201037203,201037203,"Yes, the tee shirt is open and black.",05-black_open,Is the tee shirt open and black?,yes,n393305.jpg
20349929,20349929,The hair is black.,10c-hair_color,Does the hair seem to be black or blond?,black,n468864.jpg
20381511,20381511,The book is on the shelf.,"14-book_on,o",The book is on what?,shelf,n398257.jpg
201412481,201412481,The skier is looking down.,10q-skier_activity,What is the skier to the right of the other skier doing?,looking down,n143672.jpg
20856731,20856731,"No, the wallet is lying on top of a bed.",13-wallet_desk,Is the wallet lying on top of a desk?,no,n293477.jpg
201412482,201412482,The skier is looking down.,looking down,Who in the image is looking down?,skier,n143672.jpg
201068165,201068165,"No, both the sweatshirt and the water bottle are black.",09diff-sweatshirt_water bottle,Is the color of the sweatshirt different than the water bottle?,no,n159802.jpg
202231269,202231269,"No, both the crosswalk and the stop sign are white.",09diff-crosswalk_stop sign,Is the crosswalk different in color than the stop sign?,no,n79078.jpg
202049137,202049137,The plate is on top of the table.,"14-table_on top of,s",What is located on top of the table that is not narrow?,plate,n381072.jpg
202121992,202121992,"Yes, the refrigerator is tall.",06-refrigerator_tall,Does the refrigerator look tall?,yes,n140421.jpg
201760730,201760730,The man is wearing sandals.,"14-sandals_wearing,s",Who is wearing sandals?,man,n350732.jpg
201676175,201676175,The computer is perched on the table.,"14-table_perched on,s",What is perched on the table the rug is beneath of?,computer,n233607.jpg
20741234,20741234,"Yes, the mug is white and small.",05-small_white,Is the mug to the left of the vase white and small?,yes,n23762.jpg
20940298,20940298,"No, the mirror is made of glass.",06-mirror_metal,Is the mirror made of metal?,no,n240666.jpg
202265979,202265979,"No, the floor is brown.",06-floor_blue,Is that floor blue?,no,n534106.jpg
202119416,202119416,"No, there is an elephant above the ground.",13-ground_airplane,Are there any airplanes above the brown ground?,no,n544255.jpg
201434098,201434098,"No, the man is wearing a shirt.",13-man_tie,Is the man wearing a tie?,no,n545516.jpg
202119414,202119414,The animal is an elephant.,"15-ground_above,s",What animal is above the ground?,elephant,n544255.jpg
201434092,201434092,"Yes, the man is below an airplane.",13-man_airplane,Is the heavy person below an airplane?,yes,n545516.jpg
20285446,20285446,"No, the fan is wooden but white.",05-brown_wood,Is the fan wooden and brown?,no,n192021.jpg
202003923,202003923,"No, the window is long but rectangular.",05-long_round,Does the window look round and long?,no,n262920.jpg
20259043,20259043,The window is open.,10c-window_15,Do you think the window is open or closed?,open,n204894.jpg
20177957,20177957,The cooking utensil is a cutting board.,12q-cooking utensil_red,What cooking utensil is red?,cutting board,n55058.jpg
20177951,20177951,The cooking utensil is a cutting board.,12q-cooking utensil_wood,What kind of cooking utensil is made of wood?,cutting board,n55058.jpg
201264172,201264172,The building is in front of the bus.,13-bus_building,Is the small building in front or behind the vehicle the window is wrapped around?,front,n357126.jpg
20479912,20479912,The radio is clean.,10q-radio_cleanliness,How clean is the radio?,clean,n520071.jpg
201391995,201391995,The people are playing.,playing,Who in this scene is playing?,people,n477702.jpg
20940127,20940127,The sink is small.,10q-sink_size,How big is the sink?,small,n240666.jpg
202116880,202116880,"Yes, there is a train.",09existOr-fence_train,Is there a train or a fence in the image?,yes,n48494.jpg
202110114,202110114,The sheep is grazing on grass.,"14-grass_grazing on,s",What animal is grazing on grass?,sheep,n511881.jpg
20550236,20550236,The van is on the left of the image.,10q-van_hposition,On which side is the large vehicle?,left,n579928.jpg
201997239,201997239,The chair is made of metal.,10q-chair_material,Which type of material is used to make the chair?,metal,n250715.jpg
201711229,201711229,The instrument is hard.,10q-instrument_hardness,How hard is the instrument next to the fire place?,hard,n302387.jpg
201997232,201997232,"No, there is a chair but it is metallic.",04-chair_n#metal,Are there either tables or chairs that are not metallic?,no,n250715.jpg
201428716,201428716,"No, both the pipe and the fridge are white.",09diff-pipe_refrigerator,Does the pipe have a different color than the fridge?,no,n64959.jpg
2055571,2055571,The clouds are white.,10q-clouds_color,Of which color are the clouds above the apartment building?,white,n263180.jpg
202102832,202102832,The microwave is under the cabinets.,"14-cabinets_under,s",What is under the cabinets?,microwave,n386682.jpg
202218628,202218628,"No, the picture is brown.",06-picture_white,Is the picture white?,no,n578564.jpg
202162079,202162079,"No, there is a bed but it is low.",04-bed_n#low,Are there any coffee tables or beds that are not low?,no,n69237.jpg
201735221,201735221,The towel is sitting on the shelves.,"14-towel_sitting on,o",What is the gray towel sitting on?,shelves,n240973.jpg
201735220,201735220,The towel is sitting on the shelves.,"14-shelves_sitting on,s",What is sitting on the shelves?,towel,n240973.jpg
202243895,202243895,The vegetables are beans.,"15-carrots_to the right of,s",Which kind of vegetable is to the right of the carrots?,beans,n296467.jpg
201206924,201206924,The mat is red.,10c-mat_color,"Which color is the mat, red or blue?",red,n222915.jpg
20857065,20857065,The pens are white.,10q-pens_color,What is the color of the pens that are lying on top of the bed?,white,n293477.jpg
201662992,201662992,"No, the floor is tan but clean.",05-dirty_tan,Is the floor tan and dirty?,no,n35676.jpg
201765606,201765606,It is a beach.,02q-place,Which place is it?,beach,n488874.jpg
201873237,201873237,The pedestrian is behind the fire truck.,"15-pedestrian_behind,o",What type of vehicle do you think is the pedestrian behind of?,fire truck,n309148.jpg
20661261,20661261,"Yes, there is a bus in front of the trees.",13-trees_bus,Do you see a bus in front of the trees?,yes,n346736.jpg
201952700,201952700,The wires are hanging above the train.,"14-wires_hanging above,o",Above what are the wires hanging?,train,n525029.jpg
201765979,201765979,The beach is in front of the dirt.,"14-dirt_in front of,s",What is in front of the dirt?,beach,n488874.jpg
201765608,201765608,It is a beach.,02c-place,Is this a farm or a beach?,beach,n488874.jpg
201407360,201407360,The man is playing with a tennis ball.,"14-man_playing with,o",What is the man playing with?,tennis ball,n282607.jpg
20308383,20308383,The appliance is an oven.,"15-refrigerator_to the right of,s",What appliance is to the right of the refrigerator?,oven,n278312.jpg
202218778,202218778,The pan is on the right of the image.,10q-pan_hposition,In which part is the pan?,right,n578564.jpg
2058536,2058536,The windows are small.,10c-windows_size,Are the glass windows large or small?,small,n497658.jpg
20340844,20340844,The window is closed.,10c-window_15,Is the window near the sign closed or open?,closed,n346247.jpg
202102901,202102901,The dishwasher is square.,10q-dishwasher_shape,What is the shape of the appliance that is beneath the microwave?,square,n386682.jpg
202262185,202262185,"Yes, there is a red chair.",04-chair_red,Are there either red tables or chairs?,yes,n28572.jpg
201997153,201997153,The piece of furniture is a chair.,11q-furniture,Which kind of furniture is it?,chair,n250715.jpg
201859716,201859716,"No, the table is square but wooden.",05-granite_square,Is the table square and granite?,no,n546884.jpg
201997150,201997150,"No, there are no tables.",03-table,Are there tables in this image?,no,n250715.jpg
202243836,202243836,The sprinkles are sprinkled on the cupcakes.,"14-sprinkles_sprinkled on,o",What are the sprinkles sprinkled on?,cupcakes,n296467.jpg
201826510,201826510,"Yes, the man is short and young.",05-short_young,Does the man next to the other man look short and young?,yes,n59627.jpg
20631451,20631451,"Yes, the umpire is wearing a face mask.",13-umpire_face mask,Is the male person behind the catcher wearing a face mask?,yes,n570181.jpg
201640426,201640426,The glass is filled with wine.,"15-glass_filled with,o",What drink is the large glass filled with?,wine,n235859.jpg
201400164,201400164,The furniture is a couch.,12q-furniture_n#wood,Which kind of furniture is not wooden?,couch,n344136.jpg
201400167,201400167,"No, the bookcase is on the left of the image.",06-bookcase_right,Is the bookcase on the right side?,no,n344136.jpg
20385684,20385684,"No, the laptop is modern but silver.",05-black_modern,Is the laptop near the charger modern and black?,no,n90294.jpg
201640422,201640422,The glass is filled with wine.,"14-wine_filled with,s",What is filled with wine?,glass,n235859.jpg
201640423,201640423,The glass is filled with wine.,"14-wine_filled with,s",What is filled with the wine?,glass,n235859.jpg
201346713,201346713,The sidewalk is hard.,10q-sidewalk_hardness,How hard is the sidewalk?,hard,n131634.jpg
20797563,20797563,"No, the sky is bright but gray.",05-bright_orange,Does the sky look orange and bright?,no,n16656.jpg
20661199,20661199,This is a bus.,08oc-bus_train,Is this a train or a bus?,bus,n346736.jpg
202262484,202262484,"The color, both the truck and the frisbee are red.",09common-frisbee_truck,What is common to the truck and the frisbee?,color,n538039.jpg
